barcode_a,barcode_b,doc2vec_distance,reissue
Z163300909,Z185912505,85.4395523071289,
Z158160208,Z168096506,85.44022369384766,
Z156843801,Z175148507,85.46251678466797,
Z168091302,Z184929303,85.50225067138672,
Z224270704,Z165780108,85.51009368896484,
Z176246604,Z185143704,85.5438232421875,
Z18515720X,Z25647300X,85.54711151123047,
Z185158008,Z185143704,85.57157135009766,
Z253367704,Z185157107,85.58306121826172,
Z167120501,Z25647300X,85.62806701660156,
Z180631800,Z159579501,85.65953826904297,
Z163300909,Z180631800,85.6614990234375,
Z15958790X,Z175148507,85.66740417480469,
Z180631800,Z165780108,85.66952514648438,
Z186388101,Z185143704,85.67228698730469,
Z156771000,Z253367704,85.75847625732422,
Z159579604,Z167120604,85.8321762084961,
Z156771000,Z185157107,85.8438491821289,
Z160260500,Z167120604,85.88190460205078,
Z180628606,Z185912505,85.91666412353516,
Z184929303,Z175148507,85.92179107666016,
Z156771000,Z165780108,85.9986572265625,
Z180628606,Z175148507,85.99939727783203,
Z185142001,Z176246604,86.00879669189453,
Z175034204,Z184929303,86.02457427978516,
Z25647300X,Z176245508,86.03324890136719,
Z185157107,Z176246604,86.06250762939453,
Z185157909,Z168354106,86.09439086914062,
Z182822001,Z186388101,86.1009292602539,
Z159579604,Z25647300X,86.129638671875,
Z186388101,Z184929303,86.14765167236328,
Z180628606,Z176246604,86.20795440673828,
Z167120604,Z25647300X,86.21246337890625,
Z185142207,Z176246604,86.21381378173828,
Z160260500,Z25647300X,86.26830291748047,
Z160260500,Z184400900,86.271728515625,
Z180628606,Z185142001,86.3320541381836,
Z185157107,Z186388101,86.33377838134766,
Z167120501,Z253367704,86.37118530273438,
Z168096506,Z176246604,86.42265319824219,
Z184929303,Z184140306,86.42855072021484,
Z158700100,Z164172903,86.43180847167969,
Z15958790X,Z253367704,86.43245697021484,
Z156771000,Z25647300X,86.44918823242188,
Z25647300X,Z175148507,86.46131896972656,
Z180628606,Z164172903,86.48886108398438,
Z184929303,Z18514390X,86.49507141113281,
Z185157909,Z186388101,86.54875183105469,
Z182822001,Z185157107,86.57247161865234,
Z185157107,Z159579501,86.57603454589844,
Z175148507,Z185158008,86.58071899414062,
Z165709803,Z184929303,86.59468841552734,
Z160260500,Z164172903,86.68032836914062,
Z253367704,Z168096506,86.69268798828125,
Z184400900,Z256474908,86.70742797851562,
Z176246604,Z168091405,86.76666259765625,
Z185912505,Z175148507,86.77245330810547,
Z156843801,Z186388101,86.82257080078125,
Z182822001,Z176246604,86.83238983154297,
Z185912505,Z184929303,86.8492202758789,
Z163300909,Z185143704,86.86421966552734,
Z185142001,Z159579501,86.9106216430664,
Z167120604,Z176246604,86.95217895507812,
Z165709803,Z256474908,86.96331024169922,
Z167120501,Z156843801,87.02808380126953,
Z176246604,Z185158008,87.03133392333984,
Z159579501,Z164172903,87.06083679199219,
Z156843801,Z184929303,87.06521606445312,
Z197267901,Z176246604,87.10253143310547,
Z159579604,Z164172903,87.16593933105469,
Z178362103,Z160260500,87.27041625976562,
Z163300909,Z167120604,87.27609252929688,
Z168354106,Z186388101,87.28837585449219,
Z182822001,Z159579501,87.29615783691406,
Z156771000,Z176246604,87.30607604980469,
Z186388101,Z176246604,87.36331939697266,
Z256474908,Z165780108,87.43995666503906,
Z163300909,Z15958790X,87.44116973876953,
Z186388101,Z164172903,87.50798034667969,
Z156771000,Z158160208,87.5255126953125,
Z156771000,Z256474908,87.56689453125,
Z256474908,Z186388101,87.58032989501953,
Z185142207,Z15958790X,87.59339141845703,
Z184929303,Z185158008,87.60930633544922,
Z256474908,Z25647300X,87.67633056640625,
Z253367704,Z177009407,87.67701721191406,
Z197267901,Z175148507,87.74565124511719,
Z175148507,Z168091405,87.75450897216797,
Z176246604,Z165780108,87.82849884033203,
Z176246604,Z157711400,87.97228240966797,
Z185142207,Z184929303,88.03990173339844,
Z25647300X,Z186388101,88.04584503173828,
Z182822001,Z159579604,88.08710479736328,
Z163300909,Z186388101,88.08850860595703,
Z185157909,Z176246604,88.12068176269531,
Z180631800,Z184929303,88.14875793457031,
Z184929303,Z185143704,88.16986083984375,
Z256474908,Z177009407,88.18757629394531,
Z163300909,Z156843801,88.21646881103516,
Z159579604,Z256474908,88.2747802734375,
Z253367704,Z186388101,88.2786865234375,
Z159579501,Z25647300X,88.37635040283203,
Z178362103,Z253367704,88.4178466796875,
Z253367704,Z180631800,88.43976593017578,
Z175148507,Z164172903,88.45787811279297,
Z185912505,Z176246604,88.4948959350586,
Z256474908,Z175148507,88.58091735839844,
Z180628606,Z168354106,88.67503356933594,
Z186388101,Z18514390X,88.67643737792969,
Z253367704,Z184400900,88.85272216796875,
Z256474908,Z168354106,88.86170959472656,
Z256474908,Z168096506,88.92402648925781,
Z168096506,Z184929303,88.94104766845703,
Z159579501,Z256474908,88.97513580322266,
Z25647300X,Z168096506,89.05422973632812,
Z163300909,Z175148507,89.13052368164062,
Z167120604,Z158160208,89.19041442871094,
Z159579501,Z167120604,89.19252014160156,
Z186388101,Z168091405,89.27620697021484,
Z163300909,Z178362103,89.42486572265625,
Z197267901,Z256474908,89.44322967529297,
Z253367704,Z165780108,89.47016906738281,
Z253367704,Z175148507,89.5542221069336,
Z163300909,Z168096506,89.56039428710938,
Z18515720X,Z184929303,89.59741973876953,
Z185157107,Z184929303,89.66631317138672,
Z185142001,Z184929303,89.7621078491211,
Z253367704,Z167120604,89.9814453125,
Z163300909,Z167120501,90.1000747680664,
Z185142001,Z186388101,90.10366821289062,
Z158160208,Z184929303,90.3290786743164,
Z15958790X,Z186388101,90.33125305175781,
Z163300909,Z160260500,90.3409652709961,
Z15958790X,Z165780108,90.45777130126953,
Z167120501,Z256474908,90.67718505859375,
Z185142104,Z256474908,90.78949737548828,
Z163300909,Z165709803,90.9231185913086,
Z25647300X,Z165780108,90.98069763183594,
Z168096506,Z176245508,91.03568267822266,
Z176245508,Z186388101,91.03569793701172,
Z185912505,Z256474908,91.09353637695312,
Z176245508,Z184929303,91.13715362548828,
Z175148507,Z176246604,91.31806945800781,
Z176245508,Z176246604,91.33419036865234,
Z197267901,Z184929303,91.83019256591797,
Z253367704,Z182822001,91.927734375,
Z185912505,Z185142001,91.95987701416016,
Z168354106,Z168096506,92.11299133300781,
Z197267901,Z178362103,92.16392517089844,
Z256474908,Z176246604,92.37328338623047,
Z160260500,Z253367704,92.69461822509766,
Z182822001,Z256474908,92.72319793701172,
Z180628606,Z256474908,92.75617218017578,
Z185142207,Z256474908,92.97510528564453,
Z167120604,Z256474908,93.35763549804688,
Z185157107,Z256474908,93.60447692871094,
Z185142001,Z156771000,93.76327514648438,
Z185157909,Z256474908,93.9244155883789,
Z256474908,Z157711400,93.95608520507812,
Z180631800,Z256474908,94.31354522705078,
Z160260500,Z256474908,94.56729888916016,
Z163300909,Z156771000,94.9776611328125,
Z256474908,Z185158008,95.05558776855469,
Z156771000,Z185142207,95.20146942138672,
Z164172903,Z165780108,95.67591857910156,
Z165709803,Z167120501,96.05877685546875,
Z185142001,Z256474908,96.46945190429688,
Z256474908,Z176245508,96.61548614501953,
Z178362103,Z256474908,96.71107482910156,
Z15958790X,Z256474908,97.16134643554688,
Z256474908,Z168091405,97.1614990234375,
Z256474908,Z18514390X,98.5124282836914,
Z256474908,Z185143704,99.06863403320312,
Z156843801,Z256474908,99.2800521850586,
Z175148507,Z18514390X,99.94366455078125,
Z158160208,Z256474908,100.91456604003906,
Z18515720X,Z256474908,106.5330581665039,
