cluster,barcode,abo_url
98,Z164416300,http://data.onb.ac.at/ABO/+Z164416300
98,Z164626902,http://data.onb.ac.at/ABO/+Z164626902
98,Z255423607,http://data.onb.ac.at/ABO/+Z255423607
98,Z160097601,http://data.onb.ac.at/ABO/+Z160097601
98,Z257935208,http://data.onb.ac.at/ABO/+Z257935208
98,Z124971903,http://data.onb.ac.at/ABO/+Z124971903
98,Z222178407,http://data.onb.ac.at/ABO/+Z222178407
98,Z254422401,http://data.onb.ac.at/ABO/+Z254422401
98,Z24689306,http://data.onb.ac.at/ABO/+Z24689306
98,Z116265003,http://data.onb.ac.at/ABO/+Z116265003
98,Z124971800,http://data.onb.ac.at/ABO/+Z124971800
98,Z159203409,http://data.onb.ac.at/ABO/+Z159203409
98,Z222178304,http://data.onb.ac.at/ABO/+Z222178304
98,Z163381703,http://data.onb.ac.at/ABO/+Z163381703
98,Z162071603,http://data.onb.ac.at/ABO/+Z162071603
98,Z124945205,http://data.onb.ac.at/ABO/+Z124945205
98,Z21394307,http://data.onb.ac.at/ABO/+Z21394307
98,Z162065202,http://data.onb.ac.at/ABO/+Z162065202
99,Z201455006,http://data.onb.ac.at/ABO/+Z201455006
99,Z179927308,http://data.onb.ac.at/ABO/+Z179927308
99,Z197218409,http://data.onb.ac.at/ABO/+Z197218409
99,Z176674705,http://data.onb.ac.at/ABO/+Z176674705
99,Z170674604,http://data.onb.ac.at/ABO/+Z170674604
99,Z20274940X,http://data.onb.ac.at/ABO/+Z20274940X
99,Z204099201,http://data.onb.ac.at/ABO/+Z204099201
99,Z164519903,http://data.onb.ac.at/ABO/+Z164519903
99,Z180282209,http://data.onb.ac.at/ABO/+Z180282209
99,Z103561602,http://data.onb.ac.at/ABO/+Z103561602
99,Z95543605,http://data.onb.ac.at/ABO/+Z95543605
99,Z95543708,http://data.onb.ac.at/ABO/+Z95543708
99,Z181144507,http://data.onb.ac.at/ABO/+Z181144507
99,Z164520000,http://data.onb.ac.at/ABO/+Z164520000
99,Z156724708,http://data.onb.ac.at/ABO/+Z156724708
99,Z186310707,http://data.onb.ac.at/ABO/+Z186310707
99,Z179927400,http://data.onb.ac.at/ABO/+Z179927400
99,Z176675503,http://data.onb.ac.at/ABO/+Z176675503
99,Z179921100,http://data.onb.ac.at/ABO/+Z179921100
99,Z204882709,http://data.onb.ac.at/ABO/+Z204882709
99,Z17067480X,http://data.onb.ac.at/ABO/+Z17067480X
99,Z204052701,http://data.onb.ac.at/ABO/+Z204052701
99,Z207007007,http://data.onb.ac.at/ABO/+Z207007007
99,Z179802305,http://data.onb.ac.at/ABO/+Z179802305
99,Z155086204,http://data.onb.ac.at/ABO/+Z155086204
99,Z204737102,http://data.onb.ac.at/ABO/+Z204737102
99,Z186241205,http://data.onb.ac.at/ABO/+Z186241205
99,Z177216309,http://data.onb.ac.at/ABO/+Z177216309
99,Z86135705,http://data.onb.ac.at/ABO/+Z86135705
99,Z184353004,http://data.onb.ac.at/ABO/+Z184353004
99,Z179802408,http://data.onb.ac.at/ABO/+Z179802408
99,Z86119906,http://data.onb.ac.at/ABO/+Z86119906
99,Z164519800,http://data.onb.ac.at/ABO/+Z164519800
99,Z156724800,http://data.onb.ac.at/ABO/+Z156724800
99,Z186417204,http://data.onb.ac.at/ABO/+Z186417204
99,Z157181204,http://data.onb.ac.at/ABO/+Z157181204
99,Z205632701,http://data.onb.ac.at/ABO/+Z205632701
99,Z206564302,http://data.onb.ac.at/ABO/+Z206564302
